b0002	MBLCLPDI_00693	9.04e-41	25.532	470	152	44.89
b0003	MBLCLPDI_00233	1.44e-11	25.882	255	59.7	41.96
b0006	MBLCLPDI_00543	6.37e-41	36.576	257	137	54.47
b0009	MBLCLPDI_01105	5.03e-11	33.333	102	55.1	51.96
b0014	MBLCLPDI_00791	0.0	55.705	596	641	73.32
b0014	MBLCLPDI_00562	9.15e-07	25.197	254	47.0	46.85
b0014	MBLCLPDI_00520	5.42e-06	25.704	284	44.7	40.85
b0014	MBLCLPDI_01907	5.72e-05	31.731	104	41.2	45.19
b0015	MBLCLPDI_00792	4.13e-105	46.429	392	311	60.20
b0020	MBLCLPDI_01030	3.90e-07	31.250	96	46.2	54.17
b0020	MBLCLPDI_02073	8.66e-05	26.087	115	39.3	47.83
b0023	MBLCLPDI_00729	1.83e-09	44.706	85	45.8	54.12
b0025	MBLCLPDI_00787	3.92e-43	33.121	314	147	53.18
b0026	MBLCLPDI_00680	0.0	40.943	933	728	60.02
b0026	MBLCLPDI_00554	1.82e-63	23.321	789	227	43.09
b0026	MBLCLPDI_01432	2.93e-14	20.585	855	72.8	34.39
b0026	MBLCLPDI_00228	3.23e-07	27.742	155	49.7	42.58
b0027	MBLCLPDI_01015	3.38e-09	29.927	137	48.9	50.36
b0030	MBLCLPDI_00108	2.05e-94	50.000	300	278	65.33
b0030	MBLCLPDI_00963	3.53e-66	40.260	308	206	54.87
b0030	MBLCLPDI_01814	2.73e-28	28.339	307	107	48.86
b0031	MBLCLPDI_00698	8.52e-26	32.157	255	98.6	48.63
b0032	MBLCLPDI_00091	6.61e-100	42.133	375	297	60.80
b0032	MBLCLPDI_01017	8.54e-68	32.626	377	214	53.05
b0032	MBLCLPDI_01772	4.64e-11	27.841	176	59.7	45.45
b0033	MBLCLPDI_00090	0.0	48.243	1053	983	67.33
b0033	MBLCLPDI_01018	3.46e-88	28.614	678	298	51.33
b0033	MBLCLPDI_01018	2.12e-32	25.765	392	131	48.47
b0033	MBLCLPDI_01018	1.72e-11	36.782	87	63.9	59.77
b0033	MBLCLPDI_01080	2.22e-05	21.672	323	43.9	41.80
b0035	MBLCLPDI_00695	6.25e-07	26.174	149	44.3	49.66
b0036	MBLCLPDI_00973	3.67e-23	29.502	261	91.7	44.44
b0037	MBLCLPDI_00974	1.63e-41	29.049	389	151	45.76
b0037	MBLCLPDI_00270	9.34e-17	22.044	499	78.6	37.88
b0038	MBLCLPDI_00545	6.39e-16	28.163	245	73.6	46.53
b0045	MBLCLPDI_01797	2.33e-50	28.438	429	172	48.72
b0045	MBLCLPDI_00529	1.01e-34	27.434	452	130	45.80
b0045	MBLCLPDI_00174	5.84e-06	24.242	165	43.9	47.27
b0046	MBLCLPDI_01960	2.65e-14	28.824	170	64.3	46.47
b0047	MBLCLPDI_00217	1.27e-14	24.735	283	71.6	49.12
b0047	MBLCLPDI_01194	5.76e-10	20.281	498	57.8	42.17
b0048	MBLCLPDI_00858	6.80e-27	38.095	147	95.5	56.46
b0051	MBLCLPDI_00231	3.77e-43	33.577	274	145	52.55
b0058	MBLCLPDI_01016	2.75e-32	35.780	218	115	51.83
b0058	MBLCLPDI_00650	4.37e-27	31.455	213	101	51.64
b0058	MBLCLPDI_01678	4.74e-27	32.159	227	100	52.86
b0058	MBLCLPDI_01985	8.25e-22	31.651	218	87.4	46.79
b0061	MBLCLPDI_00531	4.40e-88	56.277	231	256	67.10
b0062	MBLCLPDI_00532	3.48e-152	44.915	472	439	63.35
b0063	MBLCLPDI_01192	6.76e-08	24.183	153	50.8	44.44
b0063	MBLCLPDI_00882	1.97e-06	23.151	311	46.2	39.55
b0064	MBLCLPDI_01906	1.95e-12	31.250	112	62.8	56.25
b0065	MBLCLPDI_01782	5.48e-11	34.091	88	56.6	53.41
b0065	MBLCLPDI_00616	6.85e-10	28.571	133	53.5	46.62
b0065	MBLCLPDI_01928	8.15e-05	26.582	158	38.5	42.41
b0066	MBLCLPDI_01802	7.88e-40	38.462	195	136	60.51
b0066	MBLCLPDI_01668	1.57e-37	32.609	230	127	54.78
b0066	MBLCLPDI_00566	1.24e-34	39.572	187	119	58.82
b0066	MBLCLPDI_00105	2.82e-34	35.981	214	119	51.87
b0066	MBLCLPDI_00814	6.02e-32	32.701	211	113	52.61
b0066	MBLCLPDI_00202	7.78e-32	32.489	237	113	50.21
b0066	MBLCLPDI_00322	3.20e-30	32.906	234	108	51.71
b0066	MBLCLPDI_00208	7.24e-30	30.952	210	110	53.81
b0066	MBLCLPDI_02019	1.03e-29	31.050	219	107	48.86
b0066	MBLCLPDI_02018	1.36e-29	34.545	220	112	54.55
b0066	MBLCLPDI_01607	1.69e-29	33.014	209	107	56.46
b0066	MBLCLPDI_00038	1.81e-28	31.982	222	103	48.20
b0066	MBLCLPDI_01945	6.98e-28	35.678	199	102	52.76
b0066	MBLCLPDI_01397	3.91e-27	28.571	210	100	52.86
b0066	MBLCLPDI_00558	1.19e-26	32.510	243	103	52.26
b0066	MBLCLPDI_01979	1.37e-26	32.843	204	99.4	51.47
b0066	MBLCLPDI_01568	5.60e-26	29.703	202	98.6	53.47
b0066	MBLCLPDI_01606	4.69e-25	32.227	211	95.9	54.98
b0066	MBLCLPDI_01846	5.94e-24	30.453	243	95.5	49.79
b0066	MBLCLPDI_01120	5.67e-23	31.163	215	89.7	53.95
b0066	MBLCLPDI_00557	2.05e-20	29.386	228	85.1	50.88
b0066	MBLCLPDI_01818	3.29e-20	29.808	208	84.3	51.44
b0066	MBLCLPDI_01818	4.36e-19	30.131	229	81.3	50.22
b0066	MBLCLPDI_01847	3.94e-19	27.948	229	81.6	50.22
b0066	MBLCLPDI_00235	5.41e-19	27.354	223	78.6	51.12
b0066	MBLCLPDI_01862	1.16e-18	27.679	224	78.6	52.23
b0066	MBLCLPDI_01723	9.44e-18	27.935	247	75.5	48.99
b0066	MBLCLPDI_00019	1.31e-15	27.778	234	71.2	47.44
b0066	MBLCLPDI_01482	1.95e-14	26.887	212	67.0	43.87
b0066	MBLCLPDI_01829	1.61e-12	25.654	191	61.6	53.93
b0066	MBLCLPDI_00856	4.60e-11	26.638	229	57.8	45.85
b0066	MBLCLPDI_00856	3.06e-10	22.041	245	55.5	44.08
b0066	MBLCLPDI_00381	1.04e-09	25.701	214	53.9	44.39
b0066	MBLCLPDI_01707	1.77e-09	24.286	210	52.8	45.71
b0066	MBLCLPDI_01970	1.87e-09	25.143	175	53.1	44.00
b0077	MBLCLPDI_00138	4.24e-56	27.222	540	194	46.85
b0077	MBLCLPDI_00544	3.12e-42	23.614	559	155	44.36
b0080	MBLCLPDI_02014	1.07e-25	38.667	150	100	57.33
b0080	MBLCLPDI_00883	4.46e-23	25.170	294	94.0	48.64
b0080	MBLCLPDI_00600	8.64e-17	24.333	300	75.9	45.33
b0080	MBLCLPDI_01423	1.51e-10	20.202	297	57.4	43.77
b0080	MBLCLPDI_00056	1.82e-07	32.877	73	47.8	57.53
b0080	MBLCLPDI_01931	1.85e-06	21.176	340	44.7	40.29
b0080	MBLCLPDI_00093	1.60e-05	28.571	147	42.0	50.34
b0081	MBLCLPDI_00666	6.69e-26	37.313	134	92.0	50.00
b0082	MBLCLPDI_00667	1.13e-74	41.745	321	228	58.88
b0084	MBLCLPDI_00669	5.72e-44	26.490	604	162	43.38
b0084	MBLCLPDI_01346	1.07e-11	29.568	301	63.2	43.19
b0085	MBLCLPDI_02102	8.37e-35	27.856	499	132	45.09
b0085	MBLCLPDI_00261	7.72e-12	24.490	392	62.8	40.31
b0085	MBLCLPDI_01413	7.83e-05	23.936	188	40.8	40.96
b0086	MBLCLPDI_00261	1.70e-54	31.236	445	184	49.44
b0086	MBLCLPDI_00671	2.35e-05	23.824	319	42.4	43.57
b0086	MBLCLPDI_01385	2.68e-05	21.519	237	42.0	38.82
b0087	MBLCLPDI_00670	1.11e-64	37.059	340	204	56.47
b0088	MBLCLPDI_00671	7.35e-46	31.579	456	160	49.56
b0089	MBLCLPDI_00720	3.91e-55	31.675	382	184	51.83
b0089	MBLCLPDI_00523	7.83e-24	25.806	341	98.2	46.63
b0090	MBLCLPDI_00672	3.54e-43	31.180	356	149	47.75
b0091	MBLCLPDI_01385	1.64e-58	29.322	457	195	47.92
b0091	MBLCLPDI_00671	2.63e-08	26.019	319	51.6	42.63
b0091	MBLCLPDI_00261	4.64e-07	23.938	259	47.8	40.93
b0092	MBLCLPDI_00526	1.38e-47	31.092	357	160	50.14
b0092	MBLCLPDI_01080	4.96e-05	20.444	225	40.4	41.33
b0094	MBLCLPDI_00674	1.77e-52	29.351	385	178	52.73
b0095	MBLCLPDI_00675	2.38e-89	52.614	306	271	73.20
b0098	MBLCLPDI_00396	0.0	47.273	825	728	65.21
b0099	MBLCLPDI_00872	3.64e-05	29.167	120	37.0	45.83
b0103	MBLCLPDI_01380	2.73e-34	39.583	192	117	53.65
b0104	MBLCLPDI_00122	6.09e-58	34.831	356	188	50.56
