qseqid,sseqid,evalue_x,pident_x,length_x,bitscore_x,ppos_x,qcovs_x,evalue_y,pident_y,length_y,bitscore_y,ppos_y,qcovs_y
lp_0001,MBLCLPDI_00001,0.0,57.143,455,519.0,72.97,100,0.0,56.923,455,530.0,72.53,100
lp_0002,MBLCLPDI_00002,0.0,65.0,380,503.0,81.05,100,1.3999999999999993e-180,65.0,380,503.0,81.05,100
lp_0005,MBLCLPDI_00004,0.0,66.398,372,511.0,79.57,99,3.669999999999999e-179,66.398,372,499.0,79.57,99
lp_0006,MBLCLPDI_00005,0.0,76.507,647,994.0,87.94,99,0.0,76.507,647,993.0,87.94,99
lp_0007,MBLCLPDI_00006,0.0,74.365,827,1261.0,87.3,97,0.0,74.365,827,1263.0,87.3,99
lp_0009,MBLCLPDI_00007,1.0599999999999998e-49,72.34,94,149.0,85.11,95,1.6600000000000001e-49,72.34,94,149.0,85.11,96
lp_0010,MBLCLPDI_00008,7.369999999999999e-66,52.607,211,197.0,63.51,100,1.28e-53,73.913,115,166.0,86.96,61
lp_0011,MBLCLPDI_00009,2.45e-51,96.154,78,151.0,97.44,100,3.86e-51,96.154,78,151.0,97.44,100
lp_0012,MBLCLPDI_00010,0.0,57.658,666,842.0,79.13,99,0.0,57.658,666,842.0,79.13,99
lp_0013,MBLCLPDI_00011,9.389999999999999e-76,68.667,150,218.0,84.67,100,1.07e-68,68.667,150,201.0,84.67,100
lp_0014,MBLCLPDI_00012,0.0,67.245,461,625.0,81.13,97,0.0,66.811,461,617.0,80.48,97
lp_0015,MBLCLPDI_00013,7.179999999999999e-108,42.0,400,319.0,63.5,96,3.539999999999999e-104,42.0,400,310.0,63.5,99
lp_0016,MBLCLPDI_00376,6.069999999999999e-100,54.263999999999996,258,289.0,70.93,97,9.479999999999998e-100,54.263999999999996,258,289.0,70.93,98
lp_0017,MBLCLPDI_00375,0.0,60.976000000000006,410,524.0,77.07,99,0.0,60.976000000000006,410,524.0,77.07,99
lp_0027,MBLCLPDI_00060,2.6499999999999997e-91,59.193000000000005,223,263.0,73.99,99,4.1199999999999996e-91,59.193000000000005,223,263.0,73.99,100
lp_0036,MBLCLPDI_00021,1.6599999999999996e-143,83.62100000000001,232,397.0,91.38,99,2.6199999999999995e-143,83.62100000000001,232,397.0,91.38,98
lp_0037,MBLCLPDI_00022,0.0,67.381,607,847.0,85.34,97,0.0,67.532,616,860.0,85.39,98
lp_0038,MBLCLPDI_00023,9.25e-72,30.664,437,229.0,53.78,98,3.989999999999999e-62,30.238000000000003,420,204.0,53.33,95
lp_0039,MBLCLPDI_00024,6.22e-55,34.766999999999996,279,175.0,56.99,96,2.81e-53,34.766999999999996,279,171.0,56.99,99
lp_0041,MBLCLPDI_00025,4.029999999999999e-142,66.038,265,396.0,83.4,98,6.299999999999998e-142,66.038,265,396.0,83.4,99
lp_0043,MBLCLPDI_00026,8.369999999999998e-135,57.254,386,389.0,73.32,92,3.1799999999999996e-137,56.931000000000004,404,396.0,73.27,93
lp_0045,MBLCLPDI_00029,1.8099999999999997e-95,83.01899999999999,159,269.0,89.94,100,3.029999999999999e-95,83.01899999999999,159,269.0,89.94,94
lp_0050,MBLCLPDI_01558,2.1399999999999996e-45,36.696999999999996,218,146.0,55.05,99,3.4e-45,36.696999999999996,218,146.0,55.05,99
lp_0068,MBLCLPDI_01685,0.0,61.00899999999999,436,538.0,78.44,97,0.0,61.00899999999999,436,567.0,78.44,96
lp_0073,MBLCLPDI_02058,1.0999999999999998e-110,68.32600000000001,221,313.0,79.19,99,1.7399999999999998e-110,68.32600000000001,221,313.0,79.19,99
lp_0076,MBLCLPDI_01835,0.0,60.638000000000005,658,831.0,76.6,98,0.0,60.638000000000005,658,827.0,76.6,99
lp_0085,MBLCLPDI_01982,1.1499999999999997e-139,47.273,440,404.0,67.73,98,2.4999999999999993e-125,47.273,440,367.0,67.73,100
lp_0089,MBLCLPDI_00543,1.4199999999999997e-88,50.611999999999995,245,259.0,67.76,98,2.1399999999999994e-82,50.611999999999995,245,243.0,67.76,98
lp_0111,MBLCLPDI_01826,1.4099999999999998e-110,51.82899999999999,328,320.0,67.99,99,2.2499999999999992e-110,51.82899999999999,328,320.0,67.99,100
lp_0113,MBLCLPDI_01138,1.5599999999999996e-63,44.706,255,196.0,64.31,95,2.5199999999999995e-63,44.706,255,196.0,64.31,91
lp_0114,MBLCLPDI_01139,3.1099999999999996e-124,64.885,262,351.0,75.57,96,2.4399999999999994e-116,64.885,262,332.0,75.57,96
lp_0115,MBLCLPDI_01140,1.8999999999999996e-67,48.558,208,202.0,64.9,95,1.44e-61,48.558,208,188.0,64.9,97
lp_0116,MBLCLPDI_01755,7.129999999999999e-68,38.071,394,216.0,56.6,97,3.4399999999999996e-76,38.071,394,238.0,56.6,99
lp_0117,MBLCLPDI_00080,2.5999999999999995e-59,40.265,226,184.0,58.41,92,5.869999999999999e-63,40.0,245,194.0,57.55,99
lp_0119,MBLCLPDI_00872,4.03e-40,41.781000000000006,146,129.0,60.27,93,6.33e-40,41.781000000000006,146,129.0,60.27,94
lp_0120,MBLCLPDI_01047,0.0,59.251000000000005,454,526.0,79.3,100,0.0,59.251000000000005,454,562.0,79.3,98
lp_0124,MBLCLPDI_01805,0.0,46.059,888,756.0,64.64,96,0.0,46.059,888,749.0,64.64,99
lp_0134,MBLCLPDI_01920,4.629999999999999e-64,33.43,344,205.0,56.4,87,1.0999999999999999e-62,33.234,337,202.0,56.68,90
lp_0136,MBLCLPDI_02098,2.6099999999999995e-84,46.24100000000001,266,251.0,63.16,93,4.19e-84,46.24100000000001,266,251.0,63.16,92
lp_0139,MBLCLPDI_01717,6.69e-75,32.657,542,245.0,50.55,95,1.5299999999999999e-71,32.657,542,236.0,50.55,86
lp_0171,MBLCLPDI_01908,4.189999999999999e-114,67.672,232,322.0,80.6,99,6.609999999999999e-114,67.672,232,322.0,80.6,99
lp_0172,MBLCLPDI_00056,1.1100000000000001e-57,34.951,309,185.0,57.28,90,1.6099999999999998e-57,34.951,309,185.0,57.28,95
lp_0184,MBLCLPDI_00995,1.55e-44,51.678000000000004,149,144.0,63.76,51,1.26e-44,51.678000000000004,149,144.0,63.76,100
lp_0188,MBLCLPDI_02014,7.029999999999999e-93,45.17100000000001,321,275.0,65.73,98,1.07e-92,45.17100000000001,321,275.0,65.73,99
lp_0192,MBLCLPDI_01989,0.0,63.895,457,548.0,79.87,98,0.0,63.895,457,539.0,79.87,99
lp_0205,MBLCLPDI_01886,2.3e-44,35.821,201,143.0,54.23,97,3.76e-44,35.821,201,143.0,54.23,93
lp_0216,MBLCLPDI_01097,3.4399999999999995e-118,40.265,529,356.0,57.28,94,3.6099999999999992e-121,40.454,529,364.0,57.66,98
lp_0217,MBLCLPDI_01819,1.07e-51,46.083,217,162.0,63.13,99,1.0699999999999999e-50,46.083,217,160.0,63.13,100
lp_0218,MBLCLPDI_01818,1.0099999999999995e-120,42.308,468,357.0,60.68,100,1.57e-120,42.308,468,357.0,60.68,99
lp_0219,MBLCLPDI_01817,1.57e-55,54.945,182,170.0,68.68,96,2.2599999999999996e-61,54.945,182,186.0,68.68,98
lp_0221,MBLCLPDI_00534,1.7999999999999998e-70,42.222,270,215.0,61.48,97,2.8899999999999993e-70,42.222,270,215.0,61.48,95
